ITS2 type profile UID		87732	87130	87822	87733	87823	87435	87129	87388	87257	87429	87198	87209	87517	87918	87617	87549	87936	87537	87540
Clade		C	C	C	C	C	C	C	C	C	C	C	C	C	D	D	D	D	D	D
Majority ITS2 sequence		C31/C17d	C31	C31	C17d/C31	C31/C17d	C31/C17d	C31/C17d	C31/C17d	C3/C1	C21	C21	C3	C21ac	D1/D4	D4/D1/D6	D4/D1/D6	D1	D1	D4
Associated species		None	None	None	None	None	None	None	None	S. goreaui	None	None	None	None	S. glynnii,S. trenchii	S. glynnii,S. trenchii	S. glynnii,S. trenchii	S. glynnii,S. trenchii	S. trenchii	S. glynnii,S. trenchii
ITS2 profile abundance local		155	48	29	28	15	6	6	6	3	2	2	2	1	180	16	6	1	1	1
ITS2 profile abundance DB		168	97	29	52	25	27	23	28	155	48	37	49	4	184	135	76	34	48	46
ITS2 type profile		C31/C17d-C21-C21ac-C31a-C17e-C31.9-C17f	C31-C17d-C31.1-C31a-C21-C17e-C21ac	C31-C17d-C21-C31.9-C21ac-C17e-C31h-C31a	C17d/C31-C21-C21ac-C17e-C17f-C31.9	C31/C17d-C21-C31.9-C31h-C31i-C21ac	C31/C17d	C31/C17d-C21-C21ac	C31/C17d-C21-C21ac-C31.9	C1/C3	C21/C3	C21	C3	C21ac	D1/D4-D6-D1ab-D3h-D4d	D4/D1/D6-D1ab-D3h	D1/D4/D6/D1ab	D4/D1-D6-D1ab-D17d-D17j-D3h	D1/D4	D1/D4/D6
112496	T16	0	0	0	0	0	0	0	0	0	0	0	0	0	6683.0	0	0	0	0	0
112232	C9	0	0	0	0	0	0	0	0	0	0	0	0	0	21133.0	0	0	0	0	0
112417	O2	0	0	0	0	0	0	0	0	0	0	0	0	0	26737.0	0	0	0	0	0
112497	T2	0	0	0	0	0	0	0	0	0	0	0	0	0	17780.0	0	0	0	0	0
112218	C10	0	0	0	0	0	0	0	0	0	0	0	0	0	27635.0	0	0	0	0	0
112410	O10	0	0	0	0	0	0	0	0	0	0	0	0	0	5804.0	0	0	0	0	0
112268	F12	0	0	0	0	0	0	0	0	0	0	0	0	0	19532.0	0	0	0	0	0
112242	D3	0	0	0	0	0	0	0	0	0	0	0	0	0	23168.0	0	0	0	0	0
112420	O5	0	0	0	0	0	0	0	0	0	0	0	0	0	23719.0	0	0	0	0	0
112411	O11	0	0	0	0	0	0	0	0	0	0	0	0	0	21069.0	0	0	0	0	0
112409	O1	0	0	0	0	0	0	0	0	0	0	0	0	0	40565.0	0	0	0	0	0
112414	O14	0	0	0	0	0	0	0	0	0	0	0	0	0	30228.0	0	0	0	0	0
112422	O7	0	0	0	0	0	0	0	0	0	0	0	0	0	24411.0	0	0	0	0	0
112503	T8	0	0	0	0	0	0	0	0	0	0	0	0	0	18669.0	0	0	0	0	0
112237	D13	0	0	0	0	0	0	0	0	0	0	0	0	0	25258.0	0	0	0	0	0
112412	O12	0	0	0	0	0	0	0	0	0	0	0	0	0	29939.0	0	0	0	0	0
112270	F14	0	0	0	0	0	0	0	0	0	0	0	0	0	16075.0	0	0	0	0	0
112314	I12	0	0	0	0	0	0	0	0	0	0	0	0	0	20603.0	0	0	0	0	0
112492	T12	0	0	0	0	0	0	0	0	0	0	0	0	0	12894.0	0	0	0	0	0
112500	T5	0	0	0	0	0	0	0	0	0	0	0	0	0	17146.0	0	0	0	0	0
112271	F15	0	0	0	0	0	0	0	0	0	0	0	0	0	16956.0	0	0	0	0	0
112326	I9	0	0	0	0	0	0	0	0	0	0	0	0	0	14111.0	0	0	0	0	0
112490	T10	0	0	0	0	0	0	0	0	0	0	0	0	0	11279.0	0	0	0	0	0
112235	D11	0	0	0	0	0	0	0	0	0	0	0	0	0	21923.0	0	0	0	0	0
112312	I10	0	0	0	0	0	0	0	0	0	0	0	0	0	32720.0	0	0	0	0	0
112265	F1	0	0	0	0	0	0	0	0	0	0	0	0	0	23142.0	0	0	0	0	0
112489	T1	0	0	0	0	0	0	0	0	0	0	0	0	0	19548.0	0	0	0	0	0
112220	C12	0	0	0	0	0	0	0	0	0	0	0	0	0	12539.0	0	0	0	0	0
112491	T11	0	0	0	0	0	0	0	0	0	0	0	0	0	14685.0	0	0	0	0	0
112499	T4	0	0	0	0	0	0	0	0	0	0	0	0	0	21300.0	0	0	0	0	0
112273	F2	0	0	0	0	0	0	0	0	0	0	0	0	0	21515.0	0	0	0	0	0
112321	I4	0	0	0	0	0	0	0	0	0	0	0	0	0	14310.0	0	0	0	0	0
112277	F6	0	0	0	0	0	0	0	0	0	0	0	0	0	3678.0	0	0	0	0	0
112276	F5	0	0	0	0	0	0	0	0	0	0	0	0	0	9402.0	0	0	0	0	0
112226	C3	0	0	0	0	0	0	0	0	0	0	0	0	0	14341.0	0	0	0	0	0
112266	F10	0	0	0	0	0	0	0	0	0	0	0	0	0	11897.0	0	0	0	0	0
112238	D14	0	0	0	0	0	0	0	0	0	0	0	0	0	26897.0	0	0	0	0	0
112501	T6	0	0	0	0	0	0	0	0	0	0	0	0	0	12167.0	0	0	0	0	0
112269	F13	0	0	0	0	0	0	0	0	0	0	0	0	0	21939.0	0	0	0	0	0
112419	O4	0	0	0	0	0	0	0	0	0	0	0	0	0	28356.0	0	0	0	0	0
112240	D16	0	0	0	0	0	0	0	0	0	0	0	0	0	20433.0	0	0	0	0	0
112248	D9	0	0	0	0	0	0	0	0	0	0	0	0	0	25347.0	0	0	0	0	0
112502	T7	0	0	0	0	0	0	0	0	0	0	0	0	0	18284.0	0	0	0	0	0
112504	T9	0	0	0	0	0	0	0	0	0	0	0	0	0	19029.0	0	0	0	0	0
112243	D4	0	0	0	0	0	0	0	0	0	0	0	0	0	18533.0	0	0	0	0	0
112274	F3	0	0	0	0	0	0	0	0	0	0	0	0	0	27478.0	0	0	0	0	0
112280	F9	0	0	0	0	0	0	0	0	0	0	0	0	0	22997.0	0	0	0	0	0
112424	O9	0	0	0	0	0	0	0	0	0	0	0	0	0	29998.0	0	0	0	0	0
112315	I13	0	0	0	0	0	0	0	0	0	0	0	0	0	21835.0	0	0	0	0	0
112227	C4	0	0	0	0	0	0	0	0	0	0	0	0	0	10114.0	0	0	0	0	0
112221	C13	0	0	0	0	0	0	0	0	0	0	0	0	0	14376.0	0	0	0	0	0
112223	C15	0	0	0	0	0	0	0	0	0	0	0	0	0	11721.0	0	0	0	0	0
112246	D7	0	0	0	0	0	0	0	0	0	0	0	0	0	24888.0	0	0	0	0	0
112416	O16	0	0	0	0	0	0	0	0	0	0	0	0	0	26358.0	0	0	0	0	0
112279	F8	0	0	0	0	0	0	0	0	0	0	0	0	0	27867.0	0	0	0	0	0
112320	I3	0	0	0	0	0	0	0	0	0	0	0	0	0	18066.0	0	0	0	0	0
112275	F4	0	0	0	0	0	0	0	0	0	0	0	0	0	23441.0	0	0	0	0	0
112234	D10	0	0	0	0	0	0	0	0	0	0	0	0	0	28444.0	0	0	0	0	0
112245	D6	0	0	0	0	0	0	0	0	0	0	0	0	0	27582.0	0	0	0	0	0
112493	T13	0	0	0	0	0	0	0	0	0	0	0	0	0	13578.0	0	0	0	0	0
112421	O6	0	0	0	0	0	0	0	0	0	0	0	0	0	36973.0	0	0	0	0	0
112239	D15	0	0	0	0	0	0	0	0	0	0	0	0	0	27463.0	0	0	0	0	0
112241	D2	0	0	0	0	0	0	0	0	0	0	0	0	0	19545.0	0	0	0	0	0
112244	D5	0	0	0	0	0	0	0	0	0	0	0	0	0	20602.0	0	0	0	0	0
112415	O15	0	0	0	0	0	0	0	0	0	0	0	0	0	35549.0	0	0	0	0	0
112225	C2	0	0	0	0	0	0	0	0	0	0	0	0	0	15609.0	0	0	0	0	0
112233	D1	0	0	0	0	0	0	0	0	0	0	0	0	0	19215.0	0	0	0	0	0
112323	I6	0	0	0	0	0	0	0	0	0	0	0	0	0	19233.0	0	0	0	0	0
112230	C7	0	0	0	0	0	0	0	0	0	0	0	0	0	7516.0	0	0	0	0	0
112236	D12	0	0	0	0	0	0	0	0	0	0	0	0	0	20378.0	0	0	0	0	0
112418	O3	0	0	0	0	0	0	0	0	0	0	0	0	0	21022.0	0	0	0	0	0
112317	I15	0	0	0	0	0	0	0	0	0	0	0	0	0	10130.0	0	0	0	0	0
112217	C1	0	0	0	0	0	0	0	0	0	0	0	0	0	14284.0	0	0	0	0	0
112267	F11	0	0	0	0	0	0	0	0	0	0	0	0	0	7445.0	0	0	0	0	0
112325	I8	0	0	0	0	0	0	0	0	0	0	0	0	0	18891.0	0	0	0	0	0
112224	C16	0	0	0	0	0	0	0	0	0	0	0	0	0	22992.0	0	0	0	0	0
112247	D8	0	0	0	0	0	0	143.0	0	0	0	0	0	0	31171.0	0	0	0	0	0
112316	I14	0	0	0	0	0	0	0	0	0	0	0	0	0	9319.0	0	0	0	0	0
112423	O8	0	0	0	0	0	0	0	0	0	0	0	0	0	22697.0	0	0	0	0	0
112231	C8	0	0	0	0	0	0	0	0	0	0	0	0	0	10515.0	0	0	0	0	0
112413	O13	0	0	0	0	0	0	0	0	0	0	0	0	0	16729.0	0	0	0	0	0
112313	I11	0	0	0	0	0	0	0	0	0	0	0	0	0	19463.0	0	0	0	0	0
112398	N16	0	0	0	0	256.0	0	0	0	0	0	0	17.0	0	36256.0	0	0	0	0	0
112272	F16	0	0	0	0	0	0	0	0	0	0	0	0	0	5313.0	0	0	0	0	0
